순번,시설구분,벤처기업육성촉진지구명,주소,좌표(X),좌표(Y)
359,창업보육센터,인천대학교 제물포창업보육센터,인천광역시 남구 석정로 165 (도화동) 인천대학교 제물포 캠퍼스 창업보육센터 102호,126.6583207,37.47069065
360,창업보육센터,지식집약형 신발창업보육센터,부산광역시 부산진구 당감서로 152 (당감동),129.0300868,35.17195701
361,창업보육센터,경일대학교창업보육센터,경상북도 경산시 하양읍 가마실길 50 경일대학교 RNDB센터 210호 행정실,128.8002226,35.91017068
362,창업보육센터,안동과학대학 창업보육센터,경상북도 안동시 서후면 서선길 189 서선길 189,128.6546576,36.59018983
363,창업보육센터,경운대학교창업보육센터,경상북도 구미시 산동면 강동로 730 경운대학교 창업보육센터,128.4676428,36.16786702
364,창업보육센터,경북도립대학교창업보육센터,경상북도 예천군 예천읍 도립대학길 114 경북도립대학교 창업보육센터,128.4552647,36.64191727
365,창업보육센터,목포해양대학교 창업보육센터,전라남도 목포시 해양대학로 91 목포해양대학교 창업보육센터,126.3657903,34.79218532
366,창업보육센터,가천대학교 창업보육센터,경기도 성남시 수정구 성남대로 1342 (복정동),127.1271655,37.45110475
367,창업보육센터,가톨릭대학교 창업보육센터,경기도 부천시 원미구 지봉로 43 (역곡동),126.8042508,37.48579453
368,창업보육센터,부산대학교 밀양캠퍼스 창업보육센터,경상남도 밀양시 삼랑진읍 삼랑진로 1268-50,128.8079129,35.45463628
369,창업보육센터,서울국방벤처센터,서울특별시 성북구 오패산로 21 (하월곡동),127.0366554,37.60439185
370,창업보육센터,제주한라대학교창업보육센터,제주특별자치도 제주시 한라대학로 38 하이테크센터 1층,126.4750488,33.47694115
371,창업보육센터,상지대학교 창업보육센터,강원도 원주시 상지대길 83 벤처창업관 2층 행정실 (우산동),127.9266619,37.37118143
372,창업보육센터,충남신기술창업보육센터,충청남도 아산시 염치읍 은행나무길 223 충청남도경제진흥원 3층,127.0114573,36.79964529
373,창업보육센터,한국승강기대학교 창업보육센터,경상남도 거창군 거창읍 운정1길 120 한국승강기대학교 창업보육센터,127.89621,35.67516185
374,창업보육센터,부산이노비즈센터,부산광역시 북구 만덕3로16번길 1 (만덕동),129.0256584,35.21174549
375,창업보육센터,구미시창업보육센터,경상북도 구미시 1공단로 144 구미시 창업보육센터 행정지원실 (공단동),128.3790313,36.10132209
376,창업보육센터,환경벤처센터ETBI,"인천광역시 서구 정서진로 410, 환경산업연구단지 환경벤처센터 (경서동) 환경산업연구단지 환경벤처센터",126.9342663,37.60991582
377,창업보육센터,전남대 여수창업보육센터,전라남도 여수시 대학로 50 (둔덕동),127.7004462,34.77570978
378,창업보육센터,KAIST 창업보육센터,대전광역시 유성구 문지로 193 KAIST 문지캠퍼스 학부동 F621호 창업보육센터 (문지동),127.3957995,36.39119097
379,창업보육센터,인하대학교창업지원센터,인천광역시 남구 인하로 100 (용현동),126.6534257,37.44989464
380,창업보육센터,배재대학교 창업보육센터,대전광역시 유성구 테크노1로 11-3 (관평동),127.388664,36.4321904
381,창업보육센터,한양대학교 창업보육센터,"서울특별시 성동구 왕십리로 222, HIT 504호 (사근동) HIT 504호",127.0452707,37.55768135
382,창업보육센터,대구드림파크,대구광역시 달서구 성서공단북로 235 (신당동),128.4987382,35.84534789
383,창업보육센터,한국여성경제인협회 창업보육센터,부산광역시 동구 중앙대로296번길 3-3 (초량동),129.0445536,35.12313848
384,창업보육센터,대구한의대학교 한방바이오창업보육센터,경상북도 경산시 어봉지길 285-10 (여천동) 대구한의대학교 오성캠퍼스 미래관,128.7730464,35.79911575
385,창업보육센터,경기벤처창업보육센터,경기도 수원시 영통구 광교로 107 (이의동),127.0429565,37.29116571
386,창업보육센터,한국광기술원 신기술창업센터,광주광역시 북구 첨단벤처로108번길 9 (월출동),126.8592984,35.23223289
387,창업보육센터,로봇창업보육센터,경상남도 창원시 마산회원구 내서읍 광려천남로 59,128.5112264,35.24633087
388,창업보육센터,대구경북중소기업청경북대학교중소기업성장지원센터,대구광역시 달서구 중흥로 20 중소기업성장지원센터 (송현동),128.5551469,35.83188866
389,창업보육센터,한국생산기술연구원 부산창업보육센터,부산광역시 강서구 과학산단1로60번길 30 (지사동) 부산창업보육센터,128.8274512,35.14657151
390,창업보육센터,농축산바이오창업보육센터(농축산바이오특화),충청남도 논산시 대학로 121 건양대학교 내 충남TP 바이오센터 (내동),127.1129792,36.18330754
391,창업보육센터,대구공업대학교 창업보육센터,대구광역시 달서구 송현로 205 대구공업대학교 창업보육센터 403호,128.5417648,35.83558914
392,창업보육센터,한국생산기술연구원 광주창업보육센터,광주광역시 북구 첨단과기로208번길 6 (오룡동),126.8476361,35.22557359
393,창업보육센터,경기여성창업보육센터,경기도 용인시 기흥구 용구대로 2311 (마북동),127.1079631,37.2928002
394,창업보육센터,신성대학교 창업보육센터,"충청남도 당진시 정미면 대학로 1, 산학협력관 4층 창업보육센터",126.6287198,36.893772
395,창업보육센터,연세장애인창업보육센터,강원도 원주시 흥업면 연세대길 1  연세 장애인창업보육센터,127.9041077,37.27526852
396,창업보육센터,단국대학교 디자인공예창업보육센터,"경기도 용인시 수지구 죽전로 152 글로컬 산학협력관 212호 (죽전동, 단국대학교)",127.1249819,37.32206483
397,창업보육센터,마포비즈니스센터,서울특별시 마포구 매봉산로 18 (상암동),126.8899227,37.57416748
398,창업보육센터,희망전북 POST-BI,전라북도 전주시 덕진구 상리1길 34 (팔복동2가),127.10056,35.85218169
399,창업보육센터,충북지방중소기업청 Green Post-BI,충청북도 청주시 흥덕구 가로수로 1251 충북대학교G-테크벤처센터 107호 행정지원실,127.4325433,36.63552268
400,창업보육센터,백석문화대학 창업보육센터,충청남도 천안시 동남구 청수14로 96 백석문화센터 내 창업보육센터 709호,127.1568541,36.78532736
401,창업보육센터,나노융합의료부품소재창업보육센터,"전라남도 장성군 남면 나노산단로 123, 나노바이오연구센터 나노바이오연구센터",126.8333289,35.2402512
402,창업보육센터,남부대학교 창업보육센터,광주광역시 광산구 첨단중앙로 23 남부대 창업보육센터,126.8413251,35.20742356
403,창업보육센터,이천분원 창업보육센터,경기도 이천시 신둔면 경충대로 3321 경충로 30 한국세라믹기술원 이천분원 창업보육센터,127.3950351,37.32194673
404,창업보육센터,동국대학교 BT 창업지원센터,경기도 고양시 일산동구 동국로 32 동국대학교 산학협력관 창업지원센터 (식사동),126.8076709,37.67729706
405,창업보육센터,바이오소재실용화창업보육센터,전라남도 화순군 화순읍 산단길 12-55 생물의약연구센터 바이오소재실용화 창업보육센터,126.9628501,35.03258931
406,창업보육센터,숙명여대창업보육센터,서울특별시 용산구 청파로47길 90 숙명여자대학교 창업보육센터 (청파동2가),126.965368,37.5452782
407,창업보육센터,서울시창업지원센터,서울특별시 구로구 디지털로26길 72 (구로동),126.896103,37.48071219
408,창업보육센터,해양레저산업 창업보육센터,부산광역시 강서구 녹산산단232로 38-6 (송정동),128.8421413,35.08622946
409,창업보육센터,전자부품연구원 창업보육센터,경기도 성남시 분당구 새나리로 25 (야탑동),127.160828,37.40388427
410,창업보육센터,에코인쇄전자창업보육센터,전라북도 전주시 덕진구 반룡로 111 (팔복동2가) 전자부품연구원,127.0822706,35.85899332
411,창업보육센터,경기중소기업성장지원센터,경기도 수원시 권선구 수성로 8 (구운동),126.9748259,37.28144411
412,창업보육센터,건국대학교 i-SMART창업보육센터,충청북도 충주시 충원대로 268 (단월동),127.9078895,36.94961933
413,창업보육센터,바이오융합창업보육센터,전라남도 곡성군 입면 입면로 437,127.1828482,35.30361243
414,창업보육센터,고려대학교신수종BT융합산업창업보육센터,충청북도 청주시 흥덕구 오송읍 오송생명2로 125 고려대학교 의생명공학연구원(BT융합 창업보육센터),127.3228689,36.64018231
415,창업보육센터,해양바이오산업지원센터,강원도 강릉시 사임당로 641-22 (대전동),128.8549775,37.79632141
416,창업보육센터,섬유패션비즈니스센터,경기도 양주시 남면 검준길 170,126.9990113,37.86719698
417,창업보육센터,춘천창업보육센터,강원도 춘천시 동면 장학길 48 한림성심대학교 산학관 1층 창업보육센터,127.6919533,37.89302953
418,창업보육센터,연구원특화 창업지원센터,대전광역시 유성구 가정로 218 한국전자통신연구원 융합기술연구생산센터 3층,127.3651969,36.38268229
419,창업보육센터,투썬창업보육센터,"경기도 성남시 분당구 판교로 323 벤처포럼빌딩 1, 2층 (삼평동)",127.110042,37.40365637
420,창업보육센터,스마트세계로누림터,"서울특별시 금천구 벚꽃로 234, 에이스하이엔드타워6 20층 2002호 (가산동) 에이스하이엔드타워6 20층 2002호",126.8862823,37.47608322
421,창업보육센터,수원시 시니어창업보육센터,경기도 수원시 팔달구 향교로 160 제일빌딩 수원시지속가능도시재단 창업지원센터 창업관,127.0162532,37.27466985
422,창업보육센터,호서대학교 시니어특화창업보육센터,서울 서초구 남부순환로 2497 호서빌딩,127.0235175,37.48357343
423,창업보육센터,(재)장애인기업종합지원센터,서울특별시 영등포구 당산로10길 25-4 (당산동1가),126.9098126,37.52691799
424,창업보육센터,KTB인큐베이팅센터,경기도 성남시 분당구 대왕판교로 670 유스페이스 2A동 10층,127.1061488,37.40208314
425,창업보육센터,탄소융합부품소재창업보육센터,전라북도 전주시 덕진구 원만성로 106 (재)한국탄소융합기술원 창업보육센터 (팔복동2가),127.0895431,35.85785704
426,창업보육센터,덴탈메디케어 창업보육센터,서울특별시 종로구 대학로 101 (연건동),126.9974132,37.57802547
427,창업보육센터,이화여자대학교 창업보육센터,"서울특별시 서대문구 북아현로 150, 이화여자대학교 산학협력관 522호 (신촌동) 이화여자대학교 산학협력관 522호",126.9476293,37.56308439
428,창업보육센터,글로벌벤처센터,서울특별시 강남구 도곡로 112 서한빌딩 2층 (도곡동),127.0328169,37.48966203
429,창업보육센터,청운대학교 창업보육센터,충청남도 홍성군 홍성읍 대학길 25 청운대학교 창업보육센터,126.6631529,36.58123628
430,창업보육센터,씨씨브이씨 밸류업센터(주),서울특별시 강남구 삼성로86길 11 (대치동),127.0583249,37.5059041
431,창업보육센터,서울융합벤처센터,서울특별시 마포구 성암로 189 중소기업 DMC 타워 4층 (주)벤처포트 (상암동),126.8979225,37.57675376
432,창업보육센터,서울여자대학교 창업보육센터,서울특별시 노원구 화랑로 621 서울여자대학교 고명우기념관 312호 창업보육센터 행정실,127.0908545,37.62907667
433,창업보육센터,에코파이버 창업보육센터,전라북도 익산시 서동로 594 에코융합섬유연구원 에코파이버 창업보육센터 (석암동),127.0096764,35.95065549
434,창업보육센터,천연소재실용화 창업보육센터,전라남도 장흥군 장흥읍 산단1로 50 천연자원연구원 창업보육센터,126.9337135,34.68873635
435,창업보육센터,르호봇 창업보육센터,서울특별시 송파구 백제고분로37길 6 2~4층 르호봇창업보육센터 (석촌동),127.1038447,37.50418797
436,창업보육센터,상명대학교 창업보육센터,충청남도 천안시 동남구 상명대길 31 상명대학교 천안캠퍼스 산학렵력관 M310호 창업보육센터 (안서동),127.177866,36.83402983
437,창업보육센터,협성대학교 창업보육센터,경기도 화성시 봉담읍 최루백로 72 협성대학교 산학협력관,126.9527842,37.21313819
438,창업보육센터,중원대학교 창업보육센터,충청북도 괴산군 괴산읍 문무로 85 중원대학교 산학협력단 401호,127.7999809,36.82031611
439,창업보육센터,여주대학교 창업보육센터,경기도 여주시 세종로 338 여주대학교 여암학술관 4층 창업보육센터,127.6323645,37.2692923
440,창업보육센터,디자인비즈니스스튜디오,대전광역시 유성구 테크노8로 49 한국디자인진흥원 디자인비즈니스스튜디오 (용산동),127.4034936,36.42253256
441,창업보육센터,S-INNOVATION센터,서울특별시 관악구 관악로 1 서울대 연구공원본관 311호,126.9594984,37.46584372
442,창업보육센터,한국영상대학교 창업보육센터,세종특별자치시 장군면 대학길 300 한국영상대학교 진리관 창업보육센터,127.210644,36.46223144
443,창업보육센터,출판지식창업보육센터,서울특별시 마포구 월드컵북로 400 문화콘텐츠센터 5층(상암동),126.8899672,37.58045871
444,창업보육센터,청년 ICT 창업성장센터,대구광역시 북구 구암로 51 (관음동),128.5993907,35.86997152
445,창업보육센터,경복대학교 창업보육센터,경기도 남양주시 진접읍 경복대로 425 경복대학교 충효관 창업보육센터,127.2107163,37.73555859
446,창업보육센터,경기테크노파크 안산창업보육센터,경기도 안산시 단원구 연수원로 104-14 안산정보산업진흥센터,126.8012389,37.32170936
447,창업보육센터,바이오플렉스(Bio Plex) 창업보육센터,전라북도 전주시 덕진구 원장동길 111-18 (장동)452-32,127.0601326,35.85044451
448,창업보육센터,전남환경산업진흥원창업보육센터,전라남도 강진군 성전면 강진산단로1길 1 환경산업진흥원,126.7358656,34.67954404
449,창업보육센터,(재)바이오21센터 창업보육센터,경상남도 진주시 문산읍 월아산로 991 진주바이오산업진흥원 창업보육센터,128.1629763,35.16029351
450,창업보육센터,제주첨단과학기술단지 인큐베이팅큐브,제주특별자치도 제주시 첨단로 213-4 (영평동) 제주첨단과학기술단지 엘리트빌딩 지하 1층 (영평동),126.5725971,33.45290736
451,창업보육센터,전남도립대학교 창업보육센터,전라남도 담양군 담양읍 죽녹원로 152 ,126.9903765,35.32763568
452,창업보육센터,TIPS타운 ,"서울특별시 강남구 역삼로 (역삼로 )165, 169, 175, 156",127.0371307,37.49547901
453,창업보육센터,대전보건대학교 창업보육센터,"대전광역시 동구 충정로 21, 6동 6408호 (가양동) 6동 6408호",127.455899,36.35049618
454,창업보육센터,BLUE BI,서울특별시 서초구 남부순환로319길 13 (서초동),127.0112043,37.48076184
455,창업보육센터,로봇창업보육센터,경상남도 창원시 마산회원구 내서읍 광려천남로 59 6층,128.5112398,35.24631719
456,창업보육센터,한국로봇산업진흥원 창업보육센터,"대구광역시 북구 노원로 77 (노원동3가) , 75 한국로봇산업진흥원 창업보육센터",128.5703633,35.89488822
457,창업보육센터,대덕대학교 창업보육센터,대전광역시 유성구 가정북로 68 (장동) 대덕대학교 창업보육센터,127.3674448,36.39083999
458,창업보육센터,충북대학교 미래융합 T-팩토리,"충청북도 청주시 청원구 오창읍 중심상업2로 48, 충북융합기술창업보육센터(Blue POST BI) 충북대학교 미래융합T-팩토리 207호 행정실",127.4334958,36.71466046
459,창업선도대학,강원대학교 (사관학교형),강원도 춘천시 강원대학길1 (효자동) 강원대학교 보듬관303호창업지원단,127.738234,37.86903817
460,창업선도대학,건국대학교 (일반형),서울특별시 광진구 능동로 120 (화양동) 건국대학교 창의관 210호 창업지원단,127.0815426,37.54095285
461,창업선도대학,경기대학교(사관학교형),경기도 수원시 영통구 광교산로 154-42 경기대학교 한우리관 402호 창업지원단,127.0346947,37.30142673
462,창업선도대학,경일대학교 (사관학교형),경상북도 경산시 하양읍 가마실길 50 경일대학교 창업지원단 2층,128.8014648,35.90902116
463,창업선도대학,계명대학교 (사관학교형),대구광역시 남구 명덕로 104번지 계명대학교 감부열관 202호 창업지원단,128.5795537,35.85520293
464,창업선도대학,단국대학교 (일반형),경기도 용인시 수지구 죽전로 152번지 단국대학교 창업지원단,127.1277804,37.32073507
465,창업선도대학,동국대학교 (일반형),서울특별시 중구 퇴계로 36길 2 (필동2가 82-1) 동국대학교 충무로관 본관 802호 창업지원단,126.9937468,37.56026897
466,창업선도대학,동아대학교 (사관학교형),부산광역시 사하구 낙동대로 550번길 37 동아대학교 산학연구관 308호 창업지원단,128.9696019,35.11727652
467,창업선도대학,순천향대학교 (일반형),충청남도 아산시 신창면 순천향로 22 순천향대학교 공학관 9226호 창업지원단,126.9321572,36.76930848
468,창업선도대학,연세대학교 (사관학교형),서울특별시 서대문구 연세로 50 연세대학교 공학원 211호 창업지원단,126.9354639,37.56089796
469,창업선도대학,영남이공대학교 (일반형),대구광역시 남구 현충로 170 번지 (대명동) 영남이공대학교 창업지원센터 5층,128.584134,35.8461807
470,창업선도대학,원광대학교(사관학교형),전라북도 익산시 익산대로 460 원광대학교 창업지원단,126.9608744,35.9709995
471,창업선도대학,인덕대학교 (사관학교형),서울특별시 노원구 초안산로 12 인덕대학교 제1공학관 4층 창업지원단,127.0542317,37.63209497
472,창업선도대학,인천대학교 (사관학교형),인천광역시 연수구 갯벌로 12 인천테크노파크 미추홀타워 별관 A동 504호 창업지원단,126.6545284,37.38208301
473,창업선도대학,전주대학교 (사관학교형),전라북도 전주시 완산구 천잠로 303번지 전주대학교 대학본관 1층 106호 창업지원단,127.0871764,35.80953781
474,창업선도대학,제주대학교 (일반형),"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교) 공과대학 3호관 105호 창업지원단",126.5652978,33.45646134
475,창업선도대학,조선대학교 (일반형),광주광역시 동구 필문대로 309 조선대학교 본관 남쪽 2F 창업지원단 행정실,126.925772,35.14097109
476,창업선도대학,충북대학교(사관학교형),충북 청주시 서원구 내수동로52 (개신동) 충북대학교 학연산공동기술연구원 204호 창업지원단,127.4571535,36.6251534
477,창업선도대학,한국산업기술대학교(사관학교형),경기도 시흥시 산기대학로 237 (정왕동) 한국산업기술대학교 TIP 316호 창업지원단,126.7335395,37.34030868
478,창업선도대학,한남대학교 (사관학교형),대전광역시 대덕구 한남로 70 한남대학교 33호관 창업지원단,127.4186052,36.35543139
479,창업선도대학,호서대학교 (사관학교형),충청남도 아산시 배방읍 호서로 79번길 20 호서대학교 벤처창조융합관 304호 창업지원단,127.0772799,36.73621136
480,창업선도대학,경성대학교(사관학교형),부산광역시 남구 수영로 309 (대연동),129.0981693,35.13990482
481,창업선도대학,국민대학교 (일반형),서울특별시 성북구 정릉로 77 국민대학교？,126.9969647,37.61087562
482,창업선도대학,부경대학교(사관학교형),부산광역시 남구 용소로 45 ,129.106243,35.13477229
483,창업선도대학,순천대학교(일반형),전라남도 순천시 중앙로 255 (석현동),127.4800365,34.96965812
484,창업선도대학,전북대학교 (일반형),전북 전주시 덕진구 백제대로 567 ,127.129359,35.846857
485,창업선도대학,한국교통대학교 (일반형),충청북도 충주시 대학로 50 ,127.8721693,36.97056636
486,창업선도대학,한밭대학교 (일반형),대전광역시 유성구 동서대로 125 (덕명동),127.3006368,36.35079842
487,창업선도대학,가톨릭관동대학교(사관학교형),강원도 강릉시 범일로 579번길 24 ,128.8772155,37.738227
488,창업선도대학,대구대학교(사관학교형),경상북도 경산시 진량읍 내리리 15 ,128.8491,35.901049
489,창업선도대학,동서대학교(일반형),부산광역시 사상구 주례2동 산69-1 ,129.00845,35.1449821
490,창업선도대학,성균관대학교(일반형),경기도 수원시 장안구 서부로 2066 ,126.9746545,37.2933638
491,창업선도대학,숭실대학교(일반형),"서울 동작구 상도 369 숭실대학교 벤처중소기업센터 106호(산학협력팀, 연구기획팀), 111호(연구지원팀)",126.957596,37.4973728
492,창업선도대학,창원대학교(일반형),경상남도 창원시 의창구 사림동 501-20 ,128.6861282,35.2440617
493,창업선도대학,서울과학기술대학교(일반형),서울특별시 노원구 공릉로 232,127.0767886,37.63307803
494,창업선도대학,성신여자대학교(일반형),서울특별시 성북구  보문로 34다길 2,127.0221474,37.59164644
495,창업선도대학,한양대학교(사관학교형),서울특별시 성동구 왕십리로 222,127.048225,37.55827484
496,창업선도대학,가천대학교(일반형),경기도 성남시 수정구 성남대로 1342,127.1293922,37.45122847
497,창업선도대학,충남대학교(일반형),대전광역시 유성구 대학로 99,127.3420001,36.36836824
498,창업선도대학,광주대학교(일반형),광주광역시 남구 효덕로 277,126.896136,35.10868046
499,창업선도대학,부산대학교(일반형),부산광역시 금정구 부산대학로 63번길 2,129.083818,35.23224147
500,창업선도대학,울산대학교(사관학교형),울산광역시 남구 대학로 93,129.257582,35.54187555
501,청년창업사관학교,청년창업사관학교,경기도 안산시 단원구 연수원로 87 중소기업연수원 내,126.7977227,37.321352
502,청년창업사관학교,호남 청년창업사관학교,광주광역시 북구 동문대로 456번길 40 호남연수원 내,126.9379865,35.20413608
503,청년창업사관학교,대구경북 청년창업사관학교,경상북도 경산시 경청로 222길 86 대구경북연수원 내,128.7472143,35.80019916
504,청년창업사관학교,부산경남 청년창업사관학교,경상남도 창원시 진해구 남영로 473번길 22 부산경남연수원 내,128.7785658,35.11268793
505,청년창업사관학교,충남 청년창업사관학교,충청남도 천안시 서북구 직산읍 직산로 136 충남테크노파크내 정보영상융합센터 연구동 6층,127.1585526,36.88373496
506,스마트벤처캠퍼스,(주)옴니텔,서울특별시 구로구 구로동 212-8번지 대륭포스트타워 1차 3층,126.8954149,37.48365338
507,스마트벤처캠퍼스,대전문화산업진흥원,대전광역시 유성구 대덕대로 512번길 20 ,127.3794886,36.37831212
508,스마트벤처캠퍼스,경북대학교 산학협력단,대구광역시 동구 동대구로 467 ,128.6247854,35.87212231
509,스마트벤처캠퍼스,울산대학교 산학협력단,울산광역시 남구 옥현로 129 울산벤처빌딩,129.2634751,35.54757694
510,스마트벤처캠퍼스,인천경제산업 정보테크노파크,인천광역시 연수구 갯벌로 12 (송도동) ,126.6558248,37.3825373
511,스마트벤처캠퍼스,대전창조경제혁신센터,대전 유성구 대학로291 KAIST 나노종합기술원 9F,127.3569591,36.36827943
512,스마트벤처캠퍼스,부산정보산업진흥원,부산광역시 해운대구 센텀동로41 부산정보산업진흥원 (우2동 1475번지),129.1307168,35.17285038
513,창조경제혁신센터,대전창조경제혁신센터,대전광역시 유성구 대학로 291 KAIST(W8동) 3층,127.3599031,36.36999634
514,창조경제혁신센터,대구창조경제혁신센터,대구광역시 동구 동대구로 489 (신청동) 대구무역관 1·3층 대구창조경제혁신센터,128.6248112,35.87420134
515,창조경제혁신센터,경북창조경제혁신센터,경상북도 구미시 구미대로 350-27  모바일융합센터 2층,128.3658926,36.11913717
516,창조경제혁신센터,광주창조경제혁신센터,광주광역시 북구 첨단과기로 123 광주과학기술원 1층,126.8409065,35.22775295
517,창조경제혁신센터,전북창조경제혁신센터,"전라북도 전주시 완산구 홍산로 245 서광빌딩 1,2층",127.1054959,35.81557059
518,창조경제혁신센터,충북창조경제혁신센터,충청북도 청주시 청원구 오창읍 각리 1길 97 ,127.430972,36.70667219
519,창조경제혁신센터,부산창조경제혁신센터,부산시 해운대구 센텀중앙로 78 센텀그린타원 3층,129.1267951,35.17471036
520,창조경제혁신센터,경기창조경제혁신센터,"성남시 분당구 삼평동 629 판교테크노벨리내 공공지원센터 1, 5층",127.1048645,37.40034081
521,창조경제혁신센터,경남창조경제혁신센터,경상남도 창원시 의창구 창원대로 18번길 46 경남창원과학기술긴흥원 2층,128.6034864,35.25231265
522,창조경제혁신센터,인천창조경제혁신센터,인천 연수구 갯벌로 12 미추홀타워 7층(송도동),126.6544485,37.3820559
523,창조경제혁신센터,강원창조경제혁신센터,"강원도 춘천시 강원대학길1 강원대학교 한빛관, 보듬관 2층",127.7445075,37.869246
524,창조경제혁신센터,충남창조경제혁신센터,충청남도 아산시 배방읍 희망로 100 2층(천안아산역사) 천안아산KTX역사 창조경제혁신센터,127.104365,36.795252
525,창조경제혁신센터,전남창조경제혁신센터,전라남도 여수시 덕충 2길 32 (덕충동) 전남창조경제혁신센터,127.737679,34.754638
526,창조경제혁신센터,제주창조경제혁신센터,제주특별자치도 제주시 중앙로 217 (이도이동) 제주벤처마루 3~4F,126.530035,33.500315
527,창조경제혁신센터,포항창조경제혁신센터,경상북도 포항시 남구 효자동 산31 포스텍 융합연구동(C5동),129.321543,36.012122
528,창조경제혁신센터,세종창조경제혁신센터,세종특별자치시 대첩로 32 세종창조경제혁신센터,127.292648,36.5959927
529,창조경제혁신센터,서울창조경제혁신센터,서울특별시 종로구 세종대로 178 서울창조경제혁신센터,126.977958,37.572118
530,창조경제혁신센터,울산창조경제혁신센터,울산 남구 대학로 93 울산대 공학 5호관(2층),129.2561333,35.5437482
531,창조경제혁신센터,빛가람창조경제혁신센터,전남 나주시 우정로 10 지식산업센터 사동2층,126.782025,35.024726
532,스타트업캠퍼스,스타트업캠퍼스,경기 성남시 분당구 삼평동 694,127.1060776,37.40364197
533,D.CAMP,은행권청년창업재단,"서울특별시 강남구 역삼동 683-34 새롬빌딩 2,4,5,6층",127.0451473,37.5078628
